province,district,source_file,animal_types,matched_line,context_snippet
Antalya,burdur,100binlik/antalya-burdur-ısparta.txt,general,Bu alanlarda; tarımsal amaçlı yapı ile çiftçinin barınabileceği yapı ve müştemilatları dışında yapı yapılamaz.,"9.5.2 Tarımsal Arazi Sınıfları
9.5.2.1 Mutlak Tarım Arazileri
Bu alanlarda; tarımsal amaçlı yapı ile çiftçinin barınabileceği yapı ve müştemilatları dışında yapı yapılamaz.
Çiftçinin barınabileceği yapı emsale dahil olup, İnşaat alanı 75 m2’yi geçemez. E(Emsal) = 0,20’dur.
Bu alanlarda örtü altı tarım yapılması durumunda sera yapıları emsale dahil değildir."
Antalya,burdur,100binlik/antalya-burdur-ısparta.txt,general,Bu alanlarda; tarımsal amaçlı yapı ile çiftçinin barınabileceği yapı ve müştemilatları dışında yapı yapılamaz.,"9.5.2.2 Dikili Tarım Arazileri
Bu alanlarda; tarımsal amaçlı yapı ile çiftçinin barınabileceği yapı ve müştemilatları dışında yapı yapılamaz.
Çiftçinin barınabileceği yapı emsale dahil olup İnşaat alanı 75 m²’yi geçemez, Tarımsal amaçlı yapılar için E(Emsal) = 0,10’dur.
Bu alanlarda örtü altı tarım yapılması durumunda sera yapıları emsale dahil değildir."
Antalya,burdur,100binlik/antalya-burdur-ısparta.txt,general,Bu alanlarda; tarımsal amaçlı yapı ile çiftçinin barınabileceği yapı ve müştemilatları dışında yapı yapılamaz.,"9.5.2.4 Örtü Altı Tarım Arazileri
Bu alanlarda; tarımsal amaçlı yapı ile çiftçinin barınabileceği yapı ve müştemilatları dışında yapı yapılamaz.
Bu planda örtü altı tarım arazisi olarak tanımlanan arazi parçalarında 5403 sayılı Toprak Koruma ve Arazi Kullanımı Kanunu ve ilgili yönetmeliğinde tanımlı toprak sınıfına bakılmaksızın tarımsal amaçlı yapılar için E(Emsal) = 0,05’dir.
Çiftçinin barınabileceği yapı emsale dahil olup, İnşaat alanı 75 m2’yi geçemez. Bu alanlarda seralar emsale dahil değildir."
Antalya,burdur,100binlik/antalya-burdur-ısparta.txt,general,"Bu arazilerde; tarımsal amaçlı yapı ve çiftçinin barınabileceği yapı ve müştemilatları dışında yapı yapılamaz. Çiftçinin barınabileceği yapı emsale dahil olup inşaat alanı 75 m²’yi geçemez. Tarımsal amaçlı yapılar için Maks. Emsal = 0,20’dir.","Yapılacak ifrazlarda 3083 sayılı Sulama Alanlarında Arazi Düzenlemesine Dair Tarım Reformu Kanunu ve ilgili yönetmelik hükümleri uyarınca işlem yapılacaktır.
Bu arazilerin tarımsal üretim amaçlı korunması esastır.
Bu arazilerde; tarımsal amaçlı yapı ve çiftçinin barınabileceği yapı ve müştemilatları dışında yapı yapılamaz. Çiftçinin barınabileceği yapı emsale dahil olup inşaat alanı 75 m²’yi geçemez. Tarımsal amaçlı yapılar için Maks. Emsal = 0,20’dir.
Tarımsal faaliyetin gerektirdiği (hayvancılık, seracılık vb.) çiftçinin barınabileceği yapı haricinde barınma amaçlı yapı yapılamaz.
5403 sayılı Toprak Koruma ve Arazi Kullanımı Kanununda tanımlanan tarım arazilerinden fiilen sulanan veya sulama projesi kapsamında kalan tarım arazilerinde; bu planın, 9.39. Organize Tarım ve Hayvancılık Alanı hükmü çerçevesinde ilgili idarelerce yapılacak olan uygulamalar haricinde öncelikle Tarım, Gıda ve Hayvancılık Bakanlığı ile Orman ve Su İşleri Bakanlığı’ndan ve ilgili diğer kurum ve kuruluşlardan uygun görüş alınması kaydıyla Tarımsal Amaçlı Yapılar yer alabilecek olup bu alanlarda “Tarımsal Amaçlı Entegre Yapılar” a izin verilmez."
Antalya,burdur,100binlik/antalya-burdur-ısparta.txt,general,"Tarımsal faaliyetin gerektirdiği (hayvancılık, seracılık vb.) çiftçinin barınabileceği yapı haricinde barınma amaçlı yapı yapılamaz.","Bu arazilerin tarımsal üretim amaçlı korunması esastır.
Bu arazilerde; tarımsal amaçlı yapı ve çiftçinin barınabileceği yapı ve müştemilatları dışında yapı yapılamaz. Çiftçinin barınabileceği yapı emsale dahil olup inşaat alanı 75 m²’yi geçemez. Tarımsal amaçlı yapılar için Maks. Emsal = 0,20’dir.
Tarımsal faaliyetin gerektirdiği (hayvancılık, seracılık vb.) çiftçinin barınabileceği yapı haricinde barınma amaçlı yapı yapılamaz.
5403 sayılı Toprak Koruma ve Arazi Kullanımı Kanununda tanımlanan tarım arazilerinden fiilen sulanan veya sulama projesi kapsamında kalan tarım arazilerinde; bu planın, 9.39. Organize Tarım ve Hayvancılık Alanı hükmü çerçevesinde ilgili idarelerce yapılacak olan uygulamalar haricinde öncelikle Tarım, Gıda ve Hayvancılık Bakanlığı ile Orman ve Su İşleri Bakanlığı’ndan ve ilgili diğer kurum ve kuruluşlardan uygun görüş alınması kaydıyla Tarımsal Amaçlı Yapılar yer alabilecek olup bu alanlarda “Tarımsal Amaçlı Entegre Yapılar” a izin verilmez.
3083 sayılı Sulama Alanlarında Arazi Düzenlemesine Dair Tarım Reformu Kanunu kapsamı dışına çıkarılması durumunda, bu arazilerde, “9.5 Tarım Arazileri” plan hükümlerine uyulacaktır."
Antalya,burdur,100binlik/antalya-burdur-ısparta.txt,general,"5403 sayılı Toprak Koruma ve Arazi Kullanımı Kanununda tanımlanan tarım arazilerinden fiilen sulanan veya sulama projesi kapsamında kalan tarım arazilerinde; bu planın, 9.39. Organize Tarım ve Hayvancılık Alanı hükmü çerçevesinde ilgili idarelerce yapılacak olan uygulamalar haricinde öncelikle Tarım, Gıda ve Hayvancılık Bakanlığı ile Orman ve Su İşleri Bakanlığı’ndan ve ilgili diğer kurum ve kuruluşlardan uygun görüş alınması kaydıyla Tarımsal Amaçlı Yapılar yer alabilecek olup bu alanlarda “Tarımsal Amaçlı Entegre Yapılar” a izin verilmez.","Bu arazilerde; tarımsal amaçlı yapı ve çiftçinin barınabileceği yapı ve müştemilatları dışında yapı yapılamaz. Çiftçinin barınabileceği yapı emsale dahil olup inşaat alanı 75 m²’yi geçemez. Tarımsal amaçlı yapılar için Maks. Emsal = 0,20’dir.
Tarımsal faaliyetin gerektirdiği (hayvancılık, seracılık vb.) çiftçinin barınabileceği yapı haricinde barınma amaçlı yapı yapılamaz.
5403 sayılı Toprak Koruma ve Arazi Kullanımı Kanununda tanımlanan tarım arazilerinden fiilen sulanan veya sulama projesi kapsamında kalan tarım arazilerinde; bu planın, 9.39. Organize Tarım ve Hayvancılık Alanı hükmü çerçevesinde ilgili idarelerce yapılacak olan uygulamalar haricinde öncelikle Tarım, Gıda ve Hayvancılık Bakanlığı ile Orman ve Su İşleri Bakanlığı’ndan ve ilgili diğer kurum ve kuruluşlardan uygun görüş alınması kaydıyla Tarımsal Amaçlı Yapılar yer alabilecek olup bu alanlarda “Tarımsal Amaçlı Entegre Yapılar” a izin verilmez.
3083 sayılı Sulama Alanlarında Arazi Düzenlemesine Dair Tarım Reformu Kanunu kapsamı dışına çıkarılması durumunda, bu arazilerde, “9.5 Tarım Arazileri” plan hükümlerine uyulacaktır."
İzmir,manisa,100binlik/izmir-manisa.txt,general,"8.7.18. Tarım arazilerinde tarımsal amaçlı faaliyetin gerektirdiği (hayvancılık, seracılık gibi) yapılar ile çiftçinin barınabileceği yapılar dışındaki yapılara izin verilmez.","8.7.16. Tarımsal amaçlı yapılar amacı dışında kullanılamaz ve başka bir kullanıma dönüştürülemez.
8.7.17. Tarım arazisi olarak gösterilmiş alanlarda, mera vasıflı alanlar bulunması durumunda, bu alanlarda 8.10. Çayır-Mera Alanları plan hükümleri doğrultusunda uygulama yapılır.
8.7.18. Tarım arazilerinde tarımsal amaçlı faaliyetin gerektirdiği (hayvancılık, seracılık gibi) yapılar ile çiftçinin barınabileceği yapılar dışındaki yapılara izin verilmez.
8.7.19. Mutlak Tarım Arazileri
8.7.19.1. Bu alanlarda yapılabilecek tarımsal amaçlı yapılar için Maks. Emsal=0,05’dir. Parselin tamamı için toplam inşaat alanı maks. 2.000 m2’yi geçemez. Çiftçinin barınabileceği yapı emsale dahil olup toplam inşaat alanı 75 m2’yi geçemez."
İzmir,manisa,100binlik/izmir-manisa.txt,general,"8.10.3. Bu planın onayından önce, alt ölçekli planlarla arazi kullanım kararı getirilmiş tescilli meralarda, mevzuata uygun olarak mera vasfı kaldırılmadan imar uygulaması yapılamaz. İnşaat izni verilemez.","8.10.1. Bu alanların ıslah edilmesi ve tarımsal amaçlı kullanılması esastır.
8.10.2. Bu alanlardaki tescilli mera arazilerinde, 4342 sayılı Mera Kanunu kapsamında uygulama yapılacaktır.
8.10.3. Bu planın onayından önce, alt ölçekli planlarla arazi kullanım kararı getirilmiş tescilli meralarda, mevzuata uygun olarak mera vasfı kaldırılmadan imar uygulaması yapılamaz. İnşaat izni verilemez.
8.10.4. Bu alanlarda, tescilli mera dışında kalıp, özel mülkiyete konu olan arazilerden, 5403 sayılı kanun kapsamındaki arazilerde 8.7. Tarım Arazileri plan hükümleri geçerlidir."
Malatya,elazığ,100binlik/malatya-elazığ-tunceli-bingöl.txt,general,Sosyal Donatı Alanları için yapılaşma koşulları alt ölçekli planlarda belirlenecektir. Müştemilatlar emsale dahildir. Bir parselde birden fazla yapı yapılamaz.,"2. Bu alanlarda sanayi alanları, konut dışı kentsel çalışma alanları, turizm tesisleri, ticaret merkezleri vb. gibi yoğunluk artırıcı faaliyetler yer alamaz.
3. Seyrek yoğunlukta sosyal donatı alanları, günlük ihtiyaca cevap verecek ticaret üniteleri, günübirlik turizm tesisleri ile tarımsal amaçlı yapılar yer alabilir. Bu alanlarda konut yapılması halinde; Min. ifraz 2000 m2, Emsal (E)=0,10’dur. Tarımsal Amaçlı Yapılar için Emsal (E)=0,30’dur. Tarımsal amaçlı yapılar için verilen 0,30 emsal değeri, Avrupa Birliği projeleri ya da Tarım ve Kırsal Kalkınmayı Destekleme Kurumu’ndan destek alan projeler için % 50 oranında artırılabilir.
Sosyal Donatı Alanları için yapılaşma koşulları alt ölçekli planlarda belirlenecektir. Müştemilatlar emsale dahildir. Bir parselde birden fazla yapı yapılamaz.

3.5.3. KIRSAL YERLEŞME ALANLARI"
Malatya,elazığ,100binlik/malatya-elazığ-tunceli-bingöl.txt,general,3. Bir parsel üzerinde müştemilat hariç birden fazla yapı yapılamaz. Müştemilat binaları inşaat alanına dâhildir. Bir yapıda birden fazla bağımsız bölüm bulunabilir.,"1. 5403 sayılı Toprak Koruma ve Arazi Kullanımı Kanunu çerçevesinde kalan ve “Mutlak Tarım Arazileri”, “Dikili Tarım Arazileri”, “Özel Ürün Arazileri” ve “Fiilen Sulanan veya Sulama Projesi Kapsamında Kalan Tarım Arazileri”nde yalnızca 5403 sayılı Kanun kapsamında tanımlanan tarımsal amaçlı yapılar yapılabilir.
2. Bu alanlarda yapılacak tarımsal amaçlı yapılarda E=0,20’yi geçmemek ve ilgili kurum ve kuruluşların görüşlerine uyulmak kaydı ile ilgili idaresince, bu planda değişikliğe gerek olmaksızın, 3194 sayılı İmar Kanunu kapsamında işlem tesis edilir. Yapılan işlemlere ilişkin veriler sayısal ortamda veri tabanına işlenmek üzere Bakanlığa gönderilir.
3. Bir parsel üzerinde müştemilat hariç birden fazla yapı yapılamaz. Müştemilat binaları inşaat alanına dâhildir. Bir yapıda birden fazla bağımsız bölüm bulunabilir.
4. Çiftçinin barınması amacıyla yapı yapılması durumunda yapının taban alanı 75 m² ve toplam inşaat alanı 150 m2’yi geçemez. hmax: 6,50 m’dir. Bu yapılar, tarımsal amaçlı yapılar için belirlenmiş emsal değerine dâhildir.
5. Tarım alanlarında bu koşullara uygun yapılan yapılar, amacı dışında kullanılamaz."
Mardin,batman,100binlik/mardin-batman-şırnak-siirt-hakkari.txt,büyükbaş;kanatlı;küçükbaş,"8.3.9.3. Bu arazilerin tarımsal üretim amaçlı korunması esastır. Uygulama alanlarında, imar planları ve mücavir alanlar dışında kalan ve “Sulama Alanlarında Arazi Düzenlenmesine Dair Tarım Reformu Kanunu Uygulama Yönetmeliği” hükümlerine göre, sahibine bırakılan, dağıtılan veya T.C. Tarım, Gıda ve Hayvancılık Bakanlığı’nın emrine geçen tarım arazisi, tarım dışı amaçla kullanılamaz.","8.3.9.1. Bu arazilerde, ilgili kanun kapsamında yapılan/yapılacak uygulamalarda bu plan kararlarına uyulacaktır.
8.3.9.2. Yapılacak ifrazlarda 3083 sayılı Sulama Alanlarında Arazi Düzenlemesine Dair Tarım Reformu Kanunu ve ilgili yönetmelik hükümleri uyarınca işlem yapılacaktır.
8.3.9.3. Bu arazilerin tarımsal üretim amaçlı korunması esastır. Uygulama alanlarında, imar planları ve mücavir alanlar dışında kalan ve “Sulama Alanlarında Arazi Düzenlenmesine Dair Tarım Reformu Kanunu Uygulama Yönetmeliği” hükümlerine göre, sahibine bırakılan, dağıtılan veya T.C. Tarım, Gıda ve Hayvancılık Bakanlığı’nın emrine geçen tarım arazisi, tarım dışı amaçla kullanılamaz.
8.3.9.4. 3083 sayılı Sulama Alanlarında Arazi Düzenlemesine Dair Tarım Reformu Kanunu uyarınca sulama alanı ve sulu arazi olarak belirlenen/belirlenecek tarım arazilerinde bu planın “8.3.7. Organize Tarım ve Hayvancılık Alanları” hükmü çerçevesinde ilgili idarelerce yapılacak olan uygulamalar haricinde hayvancılık tesisi yapılmasına izin verilmez.
8.3.9.5. Başbakanlık, Gıda, Tarım ve Hayvancılık Bakanlığı, ilgili bakanlıklar ve bunların bağlı kuruluşları tarafından desteklenen projeye dayalı tarımsal faaliyetler kapsamında tarımsal amaçlı yapılar... ile destekleme projeleri ile en az 100 büyükbaş, 200 küçükbaş ve üzeri kapasiteli hayvancılık veya 50.000 adet ve üzeri kapasiteli kanatlı hayvancılık yatırımlarında yukarıda belirtilen yapılaşma emsali %50 oranında arttırılabilir."
Mardin,batman,100binlik/mardin-batman-şırnak-siirt-hakkari.txt,büyükbaş;kanatlı;küçükbaş,8.3.9.4. 3083 sayılı Sulama Alanlarında Arazi Düzenlemesine Dair Tarım Reformu Kanunu uyarınca sulama alanı ve sulu arazi olarak belirlenen/belirlenecek tarım arazilerinde bu planın “8.3.7. Organize Tarım ve Hayvancılık Alanları” hükmü çerçevesinde ilgili idarelerce yapılacak olan uygulamalar haricinde hayvancılık tesisi yapılmasına izin verilmez.,"8.3.9.2. Yapılacak ifrazlarda 3083 sayılı Sulama Alanlarında Arazi Düzenlemesine Dair Tarım Reformu Kanunu ve ilgili yönetmelik hükümleri uyarınca işlem yapılacaktır.
8.3.9.3. Bu arazilerin tarımsal üretim amaçlı korunması esastır. Uygulama alanlarında, imar planları ve mücavir alanlar dışında kalan ve “Sulama Alanlarında Arazi Düzenlenmesine Dair Tarım Reformu Kanunu Uygulama Yönetmeliği” hükümlerine göre, sahibine bırakılan, dağıtılan veya T.C. Tarım, Gıda ve Hayvancılık Bakanlığı’nın emrine geçen tarım arazisi, tarım dışı amaçla kullanılamaz.
8.3.9.4. 3083 sayılı Sulama Alanlarında Arazi Düzenlemesine Dair Tarım Reformu Kanunu uyarınca sulama alanı ve sulu arazi olarak belirlenen/belirlenecek tarım arazilerinde bu planın “8.3.7. Organize Tarım ve Hayvancılık Alanları” hükmü çerçevesinde ilgili idarelerce yapılacak olan uygulamalar haricinde hayvancılık tesisi yapılmasına izin verilmez.
8.3.9.5. Başbakanlık, Gıda, Tarım ve Hayvancılık Bakanlığı, ilgili bakanlıklar ve bunların bağlı kuruluşları tarafından desteklenen projeye dayalı tarımsal faaliyetler kapsamında tarımsal amaçlı yapılar... ile destekleme projeleri ile en az 100 büyükbaş, 200 küçükbaş ve üzeri kapasiteli hayvancılık veya 50.000 adet ve üzeri kapasiteli kanatlı hayvancılık yatırımlarında yukarıda belirtilen yapılaşma emsali %50 oranında arttırılabilir.
8.3.9.6. Bu arazilerde; tarımsal amaçlı yapılar yapılabilir. Çiftçinin barınabileceği yapı emsale dahil olup inşaat alanı 75 m2’yi geçemez. Tarımsal amaçlı yapılar için maks. emsal = 0,20’dir."
Mardin,batman,100binlik/mardin-batman-şırnak-siirt-hakkari.txt,büyükbaş;kanatlı;küçükbaş,"8.3.9.5. Başbakanlık, Gıda, Tarım ve Hayvancılık Bakanlığı, ilgili bakanlıklar ve bunların bağlı kuruluşları tarafından desteklenen projeye dayalı tarımsal faaliyetler kapsamında tarımsal amaçlı yapılar... ile destekleme projeleri ile en az 100 büyükbaş, 200 küçükbaş ve üzeri kapasiteli hayvancılık veya 50.000 adet ve üzeri kapasiteli kanatlı hayvancılık yatırımlarında yukarıda belirtilen yapılaşma emsali %50 oranında arttırılabilir.","8.3.9.3. Bu arazilerin tarımsal üretim amaçlı korunması esastır. Uygulama alanlarında, imar planları ve mücavir alanlar dışında kalan ve “Sulama Alanlarında Arazi Düzenlenmesine Dair Tarım Reformu Kanunu Uygulama Yönetmeliği” hükümlerine göre, sahibine bırakılan, dağıtılan veya T.C. Tarım, Gıda ve Hayvancılık Bakanlığı’nın emrine geçen tarım arazisi, tarım dışı amaçla kullanılamaz.
8.3.9.4. 3083 sayılı Sulama Alanlarında Arazi Düzenlemesine Dair Tarım Reformu Kanunu uyarınca sulama alanı ve sulu arazi olarak belirlenen/belirlenecek tarım arazilerinde bu planın “8.3.7. Organize Tarım ve Hayvancılık Alanları” hükmü çerçevesinde ilgili idarelerce yapılacak olan uygulamalar haricinde hayvancılık tesisi yapılmasına izin verilmez.
8.3.9.5. Başbakanlık, Gıda, Tarım ve Hayvancılık Bakanlığı, ilgili bakanlıklar ve bunların bağlı kuruluşları tarafından desteklenen projeye dayalı tarımsal faaliyetler kapsamında tarımsal amaçlı yapılar... ile destekleme projeleri ile en az 100 büyükbaş, 200 küçükbaş ve üzeri kapasiteli hayvancılık veya 50.000 adet ve üzeri kapasiteli kanatlı hayvancılık yatırımlarında yukarıda belirtilen yapılaşma emsali %50 oranında arttırılabilir.
8.3.9.6. Bu arazilerde; tarımsal amaçlı yapılar yapılabilir. Çiftçinin barınabileceği yapı emsale dahil olup inşaat alanı 75 m2’yi geçemez. Tarımsal amaçlı yapılar için maks. emsal = 0,20’dir.
8.3.9.7. 3083 sayılı Sulama Alanlarında Arazi Düzenlemesine Dair Tarım Reformu Kanunu kapsamı dışına çıkarılması durumunda, bu arazilerde, “8.3.8. Tarım Arazileri” plan hükümlerine uyulacaktır."
Mardin,batman,100binlik/mardin-batman-şırnak-siirt-hakkari.txt,general,"8.3.24.4. Mera otlatma kapasitelerinin ve hayvan varlığının belirlenerek operasyonel planları Gıda, Tarım ve Hayvancılık Bakanlığı ve bağlı kurumları tarafından alt ölçeklerde hazırlanacaktır.","8.3.24.2. Mera alanlarının tahsis ve tescillerinin alt ölçeklerde tespit çalışması yapılacaktır.
8.3.24.3. Mera ıslah çalışmaları Gıda, Tarım ve Hayvancılık Bakanlığı ve bağlı kurumları tarafından alt ölçeklerde hazırlanacaktır.
8.3.24.4. Mera otlatma kapasitelerinin ve hayvan varlığının belirlenerek operasyonel planları Gıda, Tarım ve Hayvancılık Bakanlığı ve bağlı kurumları tarafından alt ölçeklerde hazırlanacaktır.
8.3.24.5. Planda “Çayır ve Mera Alanı” olarak gösterilmiş alanlarda Mera Kanunu dışında ve özel mülkiyete konu alanlar bulunması halinde, alanın tarım arazisi sınıfına göre plan hükümlerinin tarım arazilerine ilişkin plan hükümleri uygulanır.
8.3.24.6. Bu planın onayından önce, alt ölçekli planlarla kullanım kararı getirilmiş tescilli meralarda, mevzuata uygun olarak mera vasfı kaldırılmadan imar uygulaması yapılamaz. İnşaat izni verilemez."
Mardin,batman,100binlik/mardin-batman-şırnak-siirt-hakkari.txt,general,"8.3.24.6. Bu planın onayından önce, alt ölçekli planlarla kullanım kararı getirilmiş tescilli meralarda, mevzuata uygun olarak mera vasfı kaldırılmadan imar uygulaması yapılamaz. İnşaat izni verilemez.","8.3.24.4. Mera otlatma kapasitelerinin ve hayvan varlığının belirlenerek operasyonel planları Gıda, Tarım ve Hayvancılık Bakanlığı ve bağlı kurumları tarafından alt ölçeklerde hazırlanacaktır.
8.3.24.5. Planda “Çayır ve Mera Alanı” olarak gösterilmiş alanlarda Mera Kanunu dışında ve özel mülkiyete konu alanlar bulunması halinde, alanın tarım arazisi sınıfına göre plan hükümlerinin tarım arazilerine ilişkin plan hükümleri uygulanır.
8.3.24.6. Bu planın onayından önce, alt ölçekli planlarla kullanım kararı getirilmiş tescilli meralarda, mevzuata uygun olarak mera vasfı kaldırılmadan imar uygulaması yapılamaz. İnşaat izni verilemez.

8.3.26. EKOLOJİK ÖNEME SAHİP ALANLAR"
Ardahan,kars,100binlik/ardahan-kars-ığdır-ağrı.txt,büyükbaş;kanatlı;küçükbaş,8.8.4. 5403 sayılı Toprak Koruma ve Arazi Kullanımı Kanununda tanımlanan dikili tarım arazisi ve özel ürün arazisi ile fiilen sulanan veya sulama projesi kapsamında kalan tarım arazilerinde bu planın “8.3.7. Organize Tarım/Hayvancılık Alanları” hükmü çerçevesinde ilgili idarelerce yapılacak olan uygulamalar haricinde hayvancılık tesisi yapılmasına izin verilmez.,"8.8.2. Tarım arazilerinde yapılacak ifraz işlemlerinde; 5403 sayılı kanun ve bu kanuna dayanılarak çıkarılmış yönetmelik hükümleri uyarınca işlem yapılır.
8.8.3. Tarım arazilerinde, belirlenmiş/belirlenecek tarım arazileri sınıflamalarına göre tarımsal amaçlı yapılaşmalar, bu planda belirlenen koşullara göre gerçekleştirilecektir.
8.8.4. 5403 sayılı Toprak Koruma ve Arazi Kullanımı Kanununda tanımlanan dikili tarım arazisi ve özel ürün arazisi ile fiilen sulanan veya sulama projesi kapsamında kalan tarım arazilerinde bu planın “8.3.7. Organize Tarım/Hayvancılık Alanları” hükmü çerçevesinde ilgili idarelerce yapılacak olan uygulamalar haricinde hayvancılık tesisi yapılmasına izin verilmez.
8.8.5. Başbakanlık, T.C. Gıda, Tarım ve Hayvancılık Bakanlığı, ilgili bakanlıklar ve bunların bağlı kuruluşları tarafından desteklenen projeye dayalı tarımsal faaliyetler kapsamında tarımsal amaçlı yapılar (tarımsal kalkınma kooperatiflerince uygulanan projeler, üretici birlikleri/kooperatifleri tarafından uygulanan projeler, Avrupa Birliği kaynaklı projeler, Dünya Bankası destekli projeler, sosyal riski azaltma projesi kapsamında uygulanacak projeler gibi) ile destekleme projeleri ile en az 100 büyükbaş, 200 küçükbaş ve üzeri kapasiteli hayvancılık veya 50.000 adet ve üzeri kapasiteli kanatlı hayvancılık yatırımlarında aşağıda belirtilen yapılaşma emsali %50 oranında arttırılabilir.
8.8.6. Bu planın onayından önce yürürlükteki mevzuat uyarınca inşaat ruhsatı veya yapı kullanma izni verilmiş olan tarımsal amaçlı yapılara ilişkin haklar saklıdır."
Ardahan,kars,100binlik/ardahan-kars-ığdır-ağrı.txt,büyükbaş;kanatlı;küçükbaş,"8.8.5. Başbakanlık, T.C. Gıda, Tarım ve Hayvancılık Bakanlığı, ilgili bakanlıklar ve bunların bağlı kuruluşları tarafından desteklenen projeye dayalı tarımsal faaliyetler kapsamında tarımsal amaçlı yapılar (tarımsal kalkınma kooperatiflerince uygulanan projeler, üretici birlikleri/kooperatifleri tarafından uygulanan projeler, Avrupa Birliği kaynaklı projeler, Dünya Bankası destekli projeler, sosyal riski azaltma projesi kapsamında uygulanacak projeler gibi) ile destekleme projeleri ile en az 100 büyükbaş, 200 küçükbaş ve üzeri kapasiteli hayvancılık veya 50.000 adet ve üzeri kapasiteli kanatlı hayvancılık yatırımlarında aşağıda belirtilen yapılaşma emsali %50 oranında arttırılabilir.","8.8.3. Tarım arazilerinde, belirlenmiş/belirlenecek tarım arazileri sınıflamalarına göre tarımsal amaçlı yapılaşmalar, bu planda belirlenen koşullara göre gerçekleştirilecektir.
8.8.4. 5403 sayılı Toprak Koruma ve Arazi Kullanımı Kanununda tanımlanan dikili tarım arazisi ve özel ürün arazisi ile fiilen sulanan veya sulama projesi kapsamında kalan tarım arazilerinde bu planın “8.3.7. Organize Tarım/Hayvancılık Alanları” hükmü çerçevesinde ilgili idarelerce yapılacak olan uygulamalar haricinde hayvancılık tesisi yapılmasına izin verilmez.
8.8.5. Başbakanlık, T.C. Gıda, Tarım ve Hayvancılık Bakanlığı, ilgili bakanlıklar ve bunların bağlı kuruluşları tarafından desteklenen projeye dayalı tarımsal faaliyetler kapsamında tarımsal amaçlı yapılar (tarımsal kalkınma kooperatiflerince uygulanan projeler, üretici birlikleri/kooperatifleri tarafından uygulanan projeler, Avrupa Birliği kaynaklı projeler, Dünya Bankası destekli projeler, sosyal riski azaltma projesi kapsamında uygulanacak projeler gibi) ile destekleme projeleri ile en az 100 büyükbaş, 200 küçükbaş ve üzeri kapasiteli hayvancılık veya 50.000 adet ve üzeri kapasiteli kanatlı hayvancılık yatırımlarında aşağıda belirtilen yapılaşma emsali %50 oranında arttırılabilir.
8.8.6. Bu planın onayından önce yürürlükteki mevzuat uyarınca inşaat ruhsatı veya yapı kullanma izni verilmiş olan tarımsal amaçlı yapılara ilişkin haklar saklıdır.
8.8.7. Tarım arazilerinde yapılacak tarımsal amaçlı yapılar için bu plan ile verilmiş olan yapılanma koşulları aşılmamak kaydıyla, 3194 sayılı İmar Kanunu “Plansız Alanlar İmar Yönetmeliği”nin 6. Bölümünde belirtilen esaslara uyulur."
Ardahan,kars,100binlik/ardahan-kars-ığdır-ağrı.txt,büyükbaş;kanatlı;küçükbaş,"8.9.3. Bu arazilerin tarımsal üretim amaçlı korunması esastır. Uygulama alanlarında, imar planları ve mücavir alanlar dışında kalan ve “Sulama Alanlarında Arazi Düzenlenmesine Dair Tarım Reformu Kanunu Uygulama Yönetmeliği” hükümlerine göre, sahibine bırakılan, dağıtılan veya T.C. Tarım, Gıda ve Hayvancılık Bakanlığı’nın emrine geçen tarım arazisi, tarım dışı amaçla kullanılamaz.","8.9.1. Bu arazilerde, ilgili kanun kapsamında yapılan/yapılacak uygulamalarda bu plan kararlarına uyulacaktır.
8.9.2. Yapılacak ifrazlarda 3083 sayılı Sulama Alanlarında Arazi Düzenlemesine Dair Tarım Reformu Kanunu ve ilgili yönetmelik hükümleri uyarınca işlem yapılacaktır.
8.9.3. Bu arazilerin tarımsal üretim amaçlı korunması esastır. Uygulama alanlarında, imar planları ve mücavir alanlar dışında kalan ve “Sulama Alanlarında Arazi Düzenlenmesine Dair Tarım Reformu Kanunu Uygulama Yönetmeliği” hükümlerine göre, sahibine bırakılan, dağıtılan veya T.C. Tarım, Gıda ve Hayvancılık Bakanlığı’nın emrine geçen tarım arazisi, tarım dışı amaçla kullanılamaz.
8.9.4. 3083 sayılı Sulama Alanlarında Arazi Düzenlemesine Dair Tarım Reformu Kanunu uyarınca sulama alanı ve sulu arazi olarak belirlenen/belirlenecek tarım arazilerinde bu planın “8.3.7. Organize Tarım ve Hayvancılık Alanları” hükmü çerçevesinde ilgili idarelerce yapılacak olan uygulamalar haricinde hayvancılık tesisi yapılmasına izin verilmez.
8.9.5. Başbakanlık, Gıda, Tarım ve Hayvancılık Bakanlığı, ilgili bakanlıklar ve bunların bağlı kuruluşları tarafından desteklenen projeye dayalı tarımsal faaliyetler kapsamında tarımsal amaçlı yapılar (tarımsal kalkınma kooperatiflerince uygulanan projeler, üretici birlikleri/kooperatifleri tarafından uygulanan projeler, Avrupa Birliği kaynaklı projeler, Dünya Bankası destekli projeler, sosyal riski azaltma projesi kapsamında uygulanacak projeler gibi) ile destekleme projeleri ile en az 100 büyükbaş, 200 küçükbaş ve üzeri kapasiteli hayvancılık veya 50.000 adet ve üzeri kapasiteli kanatlı hayvancılık yatırımlarında yukarıda belirtilen yapılaşma emsali %50 oranında arttırılabilir."
